Date,AQI,PM2.5,PM10,NO2,CO,O3
2015-03-31,120.0,47.03,,16.94,0.81,25.13
2015-04-01,112.0,40.62,,13.18,0.81,34.19
2015-04-02,117.8,43.1825,,14.34,0.85,31.97
2015-04-03,123.6,45.745,,22.86,1.07,36.15
2015-04-06,141.0,83.0,,12.91,0.89,33.67
2015-04-07,197.0,112.21,,17.06,1.05,30.68
2015-04-08,177.0,38.67,,9.28,0.73,23.53
2015-04-09,104.0,33.88,,13.18,0.8,21.58
2015-04-10,106.0,30.88,,12.34,0.76,22.8
2015-04-11,105.0,42.88,,17.22,0.87,32.93
2015-04-12,128.0,26.38,,8.78,1.41,32.86
2015-04-13,133.0,56.39,,13.36,1.13,40.11
2015-04-14,312.0,158.32,,20.35,0.95,40.52
2015-04-15,179.0,44.79,,15.29,0.8,30.83
2015-04-16,112.0,30.21,,12.22,0.76,33.59
2015-04-17,106.0,39.04,,15.82,0.84,39.94
2015-04-18,147.0,76.0,,33.56,1.3,35.28
2015-04-19,139.0,54.25,,21.04,1.0,41.52
2015-04-20,118.0,41.38,,15.76,0.86,32.44
2015-04-21,123.0,75.08,,15.17,0.81,29.91
2015-04-22,157.0,39.71,,18.78,1.02,23.51
2015-04-23,149.0,87.54,,17.45,1.14,37.94
2015-04-24,165.0,39.38,,12.68,0.76,42.52
2015-04-25,119.0,35.61,,7.42,0.81,51.44
2015-04-26,98.0,38.195,,17.87,0.85,45.375
2015-04-27,86.0,40.78,,28.32,0.89,39.31
2015-04-28,124.0,46.62,,18.93,0.83,39.74
2015-04-29,148.0,94.29,,18.65,0.72,38.94
2015-04-30,176.0,53.79,,19.14,1.01,52.57
2015-05-01,206.0,89.62,,29.62,1.41,38.94
2015-05-02,134.0,49.38,,14.38,0.75,48.14
2015-05-03,115.0,38.96,,13.74,0.69,46.87
2015-05-04,113.0,45.0,,17.31,0.74,42.93
2015-05-05,116.0,42.62,,15.34,0.76,50.1
2015-05-06,150.0,43.29,,18.21,1.52,51.13
2015-05-07,157.0,40.12,,18.06,1.83,32.89
2015-05-08,121.0,56.88,,26.23,0.88,39.26
2015-05-09,149.0,62.38,,22.78,0.89,43.05
2015-05-10,125.0,54.08,,16.65,0.73,42.66
2015-05-11,140.0,67.08,,21.67,0.89,28.16
2015-05-12,130.0,40.88,,13.54,0.65,33.0
2015-05-13,125.0,83.21,,21.74,0.76,19.97
2015-05-14,177.0,40.58,,8.42,0.85,22.67
2015-05-15,123.0,36.5,,8.52,0.86,16.09
2015-05-16,120.0,41.67,,11.99,0.99,20.62
2015-05-17,114.0,32.75,,9.74,0.73,33.49
2015-05-18,116.0,42.96,,13.2,1.01,40.72
2015-05-19,143.0,60.79,,18.36,1.33,39.48
2015-05-20,145.0,53.67,,16.05,1.23,36.86
2015-05-21,158.0,68.96,,20.16,1.73,45.08
2015-05-22,171.0,66.38,,18.99,1.4,36.66
2015-05-23,117.0,43.29,,13.27,0.67,39.2
2015-05-24,117.0,44.79,,13.64,0.72,29.71
2015-05-25,132.0,41.21,,11.5,0.9,29.88
2015-05-26,113.0,54.12,,15.75,0.88,32.89
2015-05-27,160.0,60.5,,12.31,1.21,39.2
2015-05-28,83.0,45.38,,10.4,0.23,44.57
2015-05-29,120.0,49.54,,15.76,0.79,44.58
2015-05-30,120.0,48.12,,11.3,0.79,46.28
2015-05-31,125.0,53.42,,13.81,0.8,50.6
2015-06-01,165.0,237.79,,9.84,0.78,48.34
2015-06-02,661.0,539.13,,8.57,0.73,37.95
2015-06-03,294.0,49.54,,14.49,0.88,42.6
2015-06-04,125.0,50.58,,11.94,0.81,49.06
2015-06-05,117.0,43.62,,14.44,0.82,43.08
2015-06-06,127.0,83.88,,15.72,0.85,41.62
2015-06-07,179.0,43.12,,20.71,1.14,22.47
2015-06-08,118.0,30.71,,11.84,0.75,23.72
2015-06-09,98.0,25.79,,12.17,0.72,18.8
2015-06-10,100.0,25.58,,14.21,0.76,24.68
2015-06-11,102.0,26.0,,13.23,0.69,24.27
2015-06-12,95.0,24.88,,11.33,0.75,20.85
2015-06-13,106.0,29.33,,12.49,0.94,16.93
2015-06-14,142.0,87.21,,9.67,1.14,9.61
2015-06-15,163.0,25.07,,6.58,0.64,15.04
2015-06-16,98.0,31.0,,8.18,0.67,15.78
2015-06-17,98.0,26.38,,8.22,0.68,15.3
2015-06-18,94.0,23.83,,6.55,0.62,15.7
2015-06-19,93.0,26.92,,8.71,0.63,17.3
2015-06-20,96.0,26.82,,8.36,0.64,15.62
2015-06-21,94.0,23.67,,7.91,0.73,9.46
2015-06-22,105.0,66.78,,5.87,0.67,15.55
2015-06-23,132.0,14.75,,4.18,0.62,15.72
2015-06-24,348.0,467.67,,4.07,0.62,16.44
2015-06-25,342.0,22.75,,4.24,0.61,16.51
2015-06-26,96.0,33.29,,7.34,0.63,15.3
2015-06-27,104.0,39.62,,9.26,0.66,15.64
2015-06-28,114.0,35.88,,10.35,0.89,21.59
2015-06-29,141.0,45.88,,18.72,1.3,12.32
2015-06-30,119.0,35.54,,12.07,0.79,16.23
2015-07-01,99.0,26.29,,5.89,0.62,21.08
2015-07-02,97.0,29.67,,10.41,0.76,15.48
2015-07-03,108.0,37.0,,9.01,0.72,23.39
2015-07-04,103.0,34.92,,8.77,0.65,24.33
2015-07-05,102.0,29.54,,5.22,0.58,22.7
2015-07-06,97.0,27.42,,5.97,0.58,20.65
2015-07-07,99.0,31.38,,6.78,0.58,14.79
2015-07-08,98.0,26.5,,5.32,0.6,14.69
2015-07-09,91.0,24.42,,4.88,0.59,16.3
2015-07-10,94.0,24.97,,4.45,0.58,17.02
2015-07-11,91.0,24.71,,5.87,0.64,16.06
2015-07-12,98.0,32.54,,7.14,0.79,17.01
2015-07-13,117.0,32.46,,6.24,0.64,20.17
2015-07-14,102.0,36.08,,8.45,0.73,17.43
2015-07-15,113.0,30.78,,7.49,0.87,13.39
2015-07-16,184.0,31.94,,8.43,2.23,14.15
2015-07-17,58.0,23.75,,6.3,0.25,11.07
2015-07-18,38.0,23.04,,5.28,0.24,10.84
2015-07-19,40.0,24.17,,5.33,0.22,9.41
2015-07-20,41.0,25.12,,5.65,0.24,11.09
2015-07-21,43.0,25.77,,7.09,0.26,9.13
2015-07-22,40.0,24.78,,7.0,0.27,9.71
2015-07-23,41.0,22.92,,7.27,0.32,13.11
2015-07-24,49.0,20.52,,5.95,0.29,14.19
2015-07-25,33.0,20.58,,5.33,0.24,15.79
2015-07-26,39.0,24.08,,5.95,0.26,12.82
2015-07-27,91.0,22.61,,5.5,0.61,16.21
2015-07-28,38.0,24.46,,5.82,0.22,13.88
2015-07-29,47.0,28.17,,7.71,0.22,12.75
2015-07-30,38.0,19.83,,8.28,0.21,13.68
2015-07-31,104.0,19.33,,8.52,0.77,16.41
2015-08-01,89.0,21.46,,8.91,0.68,19.35
2015-08-02,100.0,28.96,,9.68,0.65,23.61
2015-08-03,92.0,23.04,,8.62,0.64,19.85
2015-08-04,92.0,26.33,,9.38,0.65,16.03
2015-08-05,92.0,21.56,,8.86,0.66,17.39
2015-08-06,91.0,24.75,,10.77,0.68,10.13
2015-08-07,93.0,24.82,,10.82,0.67,14.44
2015-08-08,95.0,25.79,,10.57,0.67,13.17
2015-08-09,92.0,25.79,,10.61,0.68,11.26
2015-08-10,96.0,24.96,,10.62,0.69,13.77
2015-08-11,90.0,22.0,,10.29,0.7,11.77
2015-08-12,87.0,17.79,,8.7,0.65,11.51
2015-08-13,89.0,26.18,,9.68,0.66,12.1
2015-08-14,96.0,28.33,,12.02,0.69,12.29
2015-08-15,106.0,29.96,,11.94,0.81,13.63
2015-08-16,104.0,30.67,,13.33,0.91,9.85
2015-08-17,112.0,30.79,,13.48,0.83,13.55
2015-08-18,102.0,34.23,,15.1,0.88,16.88
2015-08-19,122.0,75.88,,15.6,0.84,18.66
2015-08-20,214.0,107.98,,12.71,0.75,21.14
2015-08-21,316.0,299.25,,12.06,0.73,15.34
2015-08-22,390.0,108.69,,16.27,0.46,14.94
2015-08-23,221.0,51.0,,16.72,0.74,15.04
2015-08-24,88.0,65.69,,16.69,0.34,14.93
2015-08-25,173.0,67.85,,18.4,0.71,18.63
2015-08-26,114.0,32.6,,16.37,0.68,19.52
2015-08-27,128.0,96.77,,21.29,0.77,15.83
2015-08-28,253.0,102.47,,21.15,0.72,15.27
2015-08-29,186.0,31.12,,16.07,0.66,16.65
2015-08-30,101.0,30.12,,17.82,0.71,14.33
2015-08-31,97.0,38.9,,12.8,0.7,13.46
2015-09-01,124.0,53.65,,11.61,0.71,16.57
2015-09-02,136.0,90.29,93.0,11.4,0.67,22.47
2015-09-03,263.0,96.48,85.8875,13.47,0.78,26.75
2015-09-04,237.0,161.72,78.775,14.42,0.85,27.06
2015-09-05,305.0,114.41,71.6625,16.11,0.84,24.37
2015-09-06,237.0,59.42,64.55,22.56,0.93,26.32
2015-09-07,114.0,48.83,30.79,22.54,0.86,29.29
2015-09-08,179.0,91.82,32.94,28.93,0.48,27.04
2015-09-09,162.0,35.56,40.81,31.15,0.57,22.48
2015-09-10,76.0,45.64,44.89,28.96,0.73,24.69
2015-09-11,140.0,60.88,51.27,30.64,0.53,24.11
2015-09-12,128.0,65.61,41.31,26.03,0.57,25.47
2015-09-13,164.0,60.02,36.67,19.82,0.49,37.7
2015-09-14,169.0,73.21,35.28,19.94,0.57,34.11
2015-09-15,189.0,83.87,30.48,20.0,0.59,25.88
2015-09-16,142.0,56.53,37.06,18.53,0.39,31.05
2015-09-17,112.0,33.03,29.64,12.01,0.41,24.33
2015-09-18,60.0,37.08,34.115,12.15,0.42,18.64
2015-09-19,114.0,95.29,38.59,14.22,0.45,11.03
2015-09-20,271.0,105.12,43.065000000000005,17.08,0.54,12.98
2015-09-21,217.0,86.36,47.540000000000006,12.23,0.37,16.22
2015-09-22,160.0,88.0,,14.96,0.48,18.37
2015-09-23,270.0,110.77,,16.17,0.45,18.29
2015-09-24,136.0,44.79,,13.31,0.44,22.66
2015-09-25,81.0,63.99,,12.99,0.5,21.64
2015-09-26,179.0,107.7,,13.3,0.46,16.89
2015-09-27,221.0,64.93,,9.84,0.33,24.23
2015-09-28,138.0,78.9,,15.42,0.44,26.14
2015-09-29,139.0,69.88,,11.01,0.37,20.63
2015-09-30,240.0,158.15,,8.66,0.41,20.48
2015-10-01,340.0,120.75,92.29,21.65,0.64,15.85
2015-10-02,125.0,29.66,76.0,25.94,0.6,17.4
2015-10-03,75.0,36.56,63.06,20.11,0.64,19.16
2015-10-04,85.0,42.69,59.29,17.81,1.22,21.98
2015-10-05,113.0,75.04,81.99,16.05,0.93,33.52
2015-10-06,231.0,136.45,108.82,11.76,0.66,32.21
2015-10-07,246.0,150.93,110.33,6.52,0.8,35.73
2015-10-08,244.0,116.24,110.09,7.43,0.71,35.25
2015-10-09,316.0,137.28,93.47,7.93,1.03,36.15
2015-10-10,219.0,69.24,81.48,2.3,1.09,33.97
2015-10-11,117.0,45.98,62.98,2.28,0.97,37.06
2015-10-12,182.0,106.66,94.07,2.56,1.43,32.81
2015-10-13,125.0,58.05,109.03,3.46,1.35,31.12
2015-10-14,189.0,124.14,105.62,6.46,1.06,33.14
2015-10-15,272.0,192.41,104.9,3.91,1.31,40.38
2015-10-16,266.0,118.66,116.1,1.87,0.87,35.3
2015-10-17,230.0,155.84,112.22,1.17,0.78,33.41
2015-10-18,210.0,59.6,107.16,0.95,0.61,33.85
2015-10-19,118.0,65.35,102.27,1.05,0.95,32.63
2015-10-20,179.0,116.35,116.14,2.84,1.05,29.83
2015-10-21,212.0,84.18,113.0,3.3,1.25,30.27
2015-10-22,156.0,86.98,116.0,1.94,0.62,35.23
2015-10-23,191.0,73.34,107.94,1.33,0.41,34.78
2015-10-24,185.0,133.6,104.98,0.85,1.05,44.17
2015-10-25,235.0,103.01,102.9,0.74,0.86,51.97
2015-10-26,210.0,95.22,101.17,0.74,0.84,48.38
2015-10-27,226.0,122.14,114.7,0.73,1.34,49.97
2015-10-28,227.0,81.18,97.96,0.67,1.28,44.62
2015-10-29,216.0,252.47,64.38,0.64,1.08,31.4
2015-10-30,487.0,516.2,82.97,0.62,1.09,38.74
2015-10-31,502.0,270.21,104.38,0.65,0.94,43.41
2015-11-01,188.0,31.56,94.33,0.71,1.02,37.57
2015-11-02,106.0,54.91,93.72,0.71,1.15,38.74
2015-11-03,120.0,56.93,97.74,1.18,0.96,29.23
2015-11-04,130.0,40.67,90.56,1.72,0.99,32.02
2015-11-05,103.0,50.03,90.53,4.47,0.96,36.49
2015-11-06,179.0,89.59,107.82,14.73,1.53,36.11
2015-11-07,206.0,86.87,105.81,14.84,0.93,32.53
2015-11-08,145.0,51.21,101.07,10.48,1.24,47.35
2015-11-09,114.0,53.87,118.33,15.98,0.59,40.12
2015-11-10,129.0,67.45,114.47,18.54,0.55,32.42
2015-11-11,135.0,85.48,115.5,17.0,0.78,38.48
2015-11-12,275.0,88.14,106.33,19.56,0.61,34.67
2015-11-13,157.0,72.77,111.94,15.59,0.61,29.49
2015-11-14,131.0,61.82,99.33,15.61,1.19,33.99
2015-11-15,144.0,70.51,100.62,16.18,1.2,33.14
2015-11-16,130.0,69.02,98.3,10.53,1.06,32.91
2015-11-17,128.0,44.27,107.15,6.38,0.81,31.61
2015-11-18,102.0,46.31,92.72,6.58,0.84,30.33
2015-11-19,110.0,37.76,102.3,5.1,0.89,38.1
2015-11-20,86.0,30.44,74.28,6.96,0.94,21.91
2015-11-21,92.0,38.88,106.93,9.18,0.93,33.12
2015-11-22,121.0,70.96,104.88,7.21,1.25,43.03
2015-11-23,97.0,46.04,98.22,7.92,0.76,40.99
2015-11-24,102.0,40.59,94.94,10.51,0.92,36.46
2015-11-25,119.0,69.37,112.36,15.65,1.1,26.89
2015-11-26,199.0,91.06,108.82,21.0,1.4,25.38
2015-11-27,172.0,83.12,115.67,16.36,1.1,33.04
2015-11-28,172.0,81.22,110.9,11.75,1.01,39.42
2015-11-29,164.0,67.13,109.51,9.39,0.97,46.11
2015-11-30,119.0,45.49,106.29,8.74,0.92,31.7
2015-12-01,101.0,38.24,102.51,10.07,0.93,28.27
2015-12-02,95.0,29.53,80.84,10.13,0.87,21.04
2015-12-03,99.0,45.97,98.69,17.38,0.85,28.81
2015-12-04,120.0,57.22,103.72,19.75,1.28,31.38
2015-12-05,127.0,61.11,109.53,16.02,1.04,24.0
2015-12-06,133.0,61.38,107.595,24.24,1.11,29.85
2015-12-07,160.0,79.25,105.66,22.09,1.17,24.41
2015-12-08,147.0,72.74,104.94,17.02,1.14,28.54
2015-12-09,137.0,60.2,104.11,16.7,1.12,29.88
2015-12-10,120.0,49.53,117.53,16.6,1.11,29.88
2015-12-11,101.0,24.85,64.47,12.14,0.91,20.59
2015-12-12,111.0,42.92,87.86,13.9,1.18,24.96
2015-12-13,124.0,57.34,93.23,9.76,0.86,31.37
2015-12-14,102.0,30.53,95.47,10.89,0.81,31.66
2015-12-15,100.0,30.54,98.14,14.83,0.89,32.98
2015-12-16,101.0,33.68,85.59,12.81,0.85,30.43
2015-12-17,92.0,33.48,81.25,12.47,0.8,28.24
2015-12-18,98.0,36.17,75.84,12.44,0.94,27.24
2015-12-19,101.0,38.31,103.29,13.32,1.03,22.6
2015-12-20,104.0,45.87,98.28,8.87,0.88,27.92
2015-12-21,93.0,30.24,82.51,11.64,0.6,28.87
2015-12-22,102.0,59.23,84.19,13.39,0.92,31.1
2015-12-23,115.0,38.41,83.4,12.88,0.8,30.15
2015-12-24,113.0,60.86,108.11,11.42,0.99,52.28
2015-12-25,142.0,74.08,94.0,8.91,0.91,72.53
2015-12-26,174.0,79.9,99.88,12.23,1.26,83.35
2015-12-27,176.0,79.52,97.83,14.89,1.26,61.51
2015-12-28,148.0,65.91,99.88,21.23,1.57,30.85
2015-12-29,147.0,68.43,98.43,27.59,1.52,23.09
2015-12-30,171.0,83.76,102.69,29.6,1.71,22.94
2015-12-31,213.0,177.62,98.01,25.5,1.73,25.9
2016-01-01,387.0,232.83,108.2,17.35,1.45,27.64
2016-01-02,211.0,71.44,111.72,16.6,1.15,38.01
2016-01-03,145.0,66.92,105.15,15.35,1.23,35.08
2016-01-04,177.0,134.61,109.29,15.94,1.27,34.33
2016-01-05,218.0,80.83,113.23,16.65,1.21,34.37
2016-01-06,205.0,109.82,105.67,19.71,1.33,35.03
2016-01-07,195.0,66.19,102.61,13.35,0.93,42.99
2016-01-08,145.0,69.27,100.47,18.17,1.14,47.4
2016-01-09,228.0,97.2,108.77,20.69,1.26,46.2
2016-01-10,200.0,72.09,101.26,19.99,1.17,62.68
2016-01-11,159.0,71.44,107.05,19.87,1.21,51.86
2016-01-12,219.0,129.67,103.49,22.42,1.39,49.16
2016-01-13,257.0,103.44,99.88,21.93,1.22,53.34
2016-01-14,216.0,60.76,98.54,13.38,0.91,69.54
2016-01-15,155.0,56.01,104.73,7.15,0.73,68.31
2016-01-16,148.0,58.57,93.52,9.91,0.93,74.69
2016-01-17,161.0,54.12,99.69,8.61,1.05,74.38
2016-01-18,171.0,43.05,82.25,9.64,0.78,74.51
2016-01-19,152.0,50.38,79.94,9.39,0.74,39.71
2016-01-20,128.0,75.11,102.17,12.5,1.02,19.6
2016-01-21,147.0,62.65,114.92,10.2,0.78,37.85
2016-01-22,117.0,51.14,103.09,10.0,0.92,50.35
2016-01-23,118.0,66.16,97.42,13.23,0.99,48.7
2016-01-24,149.0,73.91,105.01,10.36,0.89,44.51
2016-01-25,148.0,69.02,103.83,6.65,1.25,42.29
2016-01-26,120.0,63.61,101.29,2.7,0.98,50.63
2016-01-27,133.0,58.2,94.48,2.75,0.81,28.75
2016-01-28,117.0,66.76,103.98,2.59,1.24,0.1
2016-01-29,112.0,60.79,101.32,3.01,1.76,21.78
2016-01-30,110.0,61.3,95.96,2.88,1.94,20.34
2016-01-31,139.0,77.8,99.57,2.87,1.32,0.1
2016-02-01,136.0,67.17,104.62,2.76,1.43,0.1
2016-02-02,120.0,58.73,96.69,2.9,0.86,0.1
2016-02-03,112.0,57.81,100.26,3.04,1.73,0.1
2016-02-04,108.0,103.27,95.5,8.26,1.25,5.79
2016-02-05,174.0,68.56,107.67,13.49,0.98,35.46
2016-02-06,137.0,61.7,102.86,10.58,1.12,45.37
2016-02-07,121.0,61.74,101.15,8.97,0.92,45.44
2016-02-08,134.0,69.72,108.26,10.01,0.86,37.8
2016-02-09,149.0,72.39,106.72,11.19,1.02,40.99
2016-02-10,137.0,62.0,99.08,12.15,0.92,46.72
2016-02-11,124.0,66.95,109.31,10.13,0.92,51.08
2016-02-12,122.0,61.41,96.56,10.43,0.68,49.34
2016-02-13,120.0,62.77,102.95,10.25,0.89,50.96
2016-02-14,120.0,58.29,100.33,7.93,0.94,38.25
2016-02-15,116.0,56.27,98.59,9.52,0.67,33.34
2016-02-16,123.0,37.03,72.15,9.96,1.1,24.56
2016-02-17,95.0,47.56,121.88,12.95,0.93,35.93
2016-02-18,102.0,45.02,107.06,11.18,0.99,28.3
2016-02-19,100.0,44.95,91.3,12.82,1.06,25.76
2016-02-20,134.0,173.37,113.67,17.14,1.22,31.91
2016-02-21,442.0,525.09,94.0,19.14,1.57,37.36
2016-02-22,510.0,353.58,95.54,16.83,1.17,38.86
2016-02-23,235.0,65.95,107.3,10.53,0.82,43.44
2016-02-24,115.0,50.22,95.03,9.25,0.79,41.45
2016-02-25,113.0,53.47,101.93,10.41,0.9,43.55
2016-02-26,109.0,48.65,96.82,7.94,0.89,26.1
2016-02-27,100.0,29.42,80.62,8.1,0.87,24.43
2016-02-28,99.0,36.27,91.18,9.6,0.79,22.35
2016-02-29,98.0,33.01,93.99,9.41,0.92,27.62
2016-03-01,102.0,38.91,86.74,8.86,0.88,33.92
2016-03-02,106.0,48.34,98.72,10.22,1.08,39.26
2016-03-03,110.0,50.06,88.76,12.11,1.0,45.55
2016-03-04,117.0,63.29,99.76,12.41,1.08,44.08
2016-03-05,129.0,65.76,105.71,12.36,1.1,47.03
2016-03-06,118.0,43.36,96.52,10.03,0.87,40.23
2016-03-07,100.0,38.93,85.11,8.1,0.77,40.82
2016-03-08,98.0,41.44,75.47,9.64,0.75,38.46
2016-03-09,118.0,50.81,86.52,13.18,1.33,41.84
2016-03-10,121.0,60.66,98.21,15.99,1.14,32.62
2016-03-11,117.0,63.93,96.69,16.48,1.11,36.32
2016-03-12,135.0,63.41,109.62,13.84,0.96,38.78
2016-03-13,121.0,57.96,98.74,8.84,0.82,47.36
2016-03-14,126.0,63.41,96.78,8.98,0.86,46.51
2016-03-15,109.0,48.22,87.46,8.51,0.85,25.95
2016-03-16,106.0,49.29,83.28,13.73,0.83,30.63
2016-03-17,111.0,45.8,77.21,13.46,1.05,28.15
2016-03-18,98.0,54.89,98.88,8.015,0.83,55.67
2016-03-19,95.0,52.53,91.79,2.57,1.01,45.44
2016-03-20,111.0,65.12,98.55,2.69,1.37,36.69
2016-03-21,112.0,56.19,105.42,3.0,1.66,28.03
2016-03-22,121.0,56.72,103.22,3.09,1.53,45.66
2016-03-23,123.0,77.4,101.33,14.08,1.68,42.17
2016-03-24,160.0,73.6,105.96,10.41,0.85,53.31
2016-03-25,151.0,73.9,104.01,11.53,1.01,52.35
2016-03-26,134.0,61.09,106.24,11.4,0.91,49.85
2016-03-27,141.0,69.37,108.55,9.86,1.0,62.11
2016-03-28,138.0,64.25,111.27,9.19,1.18,55.42
2016-03-29,123.0,58.28,101.14,11.1,1.12,50.93
2016-03-30,125.0,55.96,95.45,11.15,1.13,46.22
2016-03-31,92.0,43.84,89.56,10.39,0.66,42.02
2016-04-01,103.0,57.97,99.89,11.52,0.9,47.76
2016-04-02,102.0,56.44,100.69,17.900000000000002,1.03,50.64
2016-04-03,103.0,70.8,100.96,24.28,0.84,54.71
2016-04-04,146.0,53.75,104.14,24.81,1.21,50.46
2016-04-05,103.0,52.91,116.28,34.56,0.86,47.1
2016-04-06,117.0,50.6,114.32,33.59,1.5,43.43
2016-04-07,120.0,42.22,96.54,31.94,0.96,45.28
2016-04-08,88.0,31.46,84.57,35.11,0.8,47.55
2016-04-09,77.0,31.88,70.0,32.42,0.87,35.94
2016-04-10,79.0,28.04,75.69,34.6,0.82,40.03
2016-04-11,99.0,46.8,100.44,34.5,1.24,44.25
2016-04-12,117.0,48.99,87.94,34.56,1.61,41.0
2016-04-13,116.0,55.96,98.92,31.16,1.24,40.31
2016-04-14,131.0,66.47,109.42,37.0,1.2,42.49
2016-04-15,121.0,54.58,102.11,23.02,0.83,50.46
2016-04-16,125.0,70.92,96.84,21.28,1.05,48.14
2016-04-17,151.0,63.68,95.59,20.25,0.97,40.9
2016-04-18,139.0,51.86,108.24,28.92,1.2,27.96
2016-04-19,107.0,37.66,78.68,27.73,1.1,26.39
2016-04-20,105.0,45.0,93.9,33.13,1.02,29.12
2016-04-21,120.0,48.65,87.02,33.5,1.3,36.99
2016-04-22,100.0,41.99,103.25,41.0,1.06,40.99
2016-04-23,101.0,26.0,93.08,21.79,0.6,58.17
2016-04-24,91.0,31.71,91.35,40.485,0.345,57.73
2016-04-25,96.5,37.42,89.62,59.18,0.09,57.29
2016-04-26,102.0,56.86,109.0,44.83,0.17,39.46
2016-04-27,129.0,52.96,108.3,34.44,0.9,24.33
2016-04-28,110.0,44.3,89.26,34.53,0.51,34.32
2016-04-29,99.0,40.1,85.11,32.79,0.48,31.34
2016-04-30,100.0,33.33,76.71,31.35,0.47,47.78
2016-05-01,108.0,46.08,107.77,31.1,0.49,40.05
2016-05-02,104.0,37.28,84.02,26.57,0.43,52.45
2016-05-03,116.0,40.37,87.52,35.95,0.71,34.06
2016-05-04,92.0,30.1,56.02,20.72,0.38,49.45
2016-05-05,67.0,29.22,60.54,29.21,0.39,41.7
2016-05-06,72.0,60.88,66.45,44.45,0.7,26.27
2016-05-07,90.0,89.48,94.11,59.85,1.08,34.35
2016-05-08,156.0,40.12,50.94,35.16,1.65,43.27
2016-05-09,167.0,50.76,82.05,33.2,1.27,41.24
2016-05-10,105.0,30.45,56.0,44.42,1.27,35.04
2016-05-11,105.0,60.7,81.89,51.24,1.42,24.56
2016-05-12,135.0,51.09,96.09,46.69,1.66,38.0
2016-05-13,110.0,45.67,82.71,38.21,0.94,44.28
2016-05-14,110.0,46.24,90.98,35.88,0.9,51.78
2016-05-15,95.0,31.02,65.19,25.0,0.82,29.69
2016-05-16,92.0,28.39,73.3,29.68,0.79,31.52
2016-05-17,83.0,23.03,66.3,28.72,0.69,22.35
2016-05-18,84.0,29.65,72.39,28.29,0.84,23.33
2016-05-19,86.0,34.57,68.51,26.2,0.65,22.0
2016-05-20,92.0,29.56,53.7,19.21,0.6,32.38
2016-05-21,105.0,32.82,71.8,16.81,0.48,16.96
2016-05-22,93.0,34.45,87.0,22.97,0.67,18.1
2016-05-23,95.0,30.51,66.12,22.26,0.58,18.19
2016-05-24,87.0,31.95,72.51,24.79,0.63,20.13
2016-05-25,104.0,48.62,67.89,23.86,0.59,19.21
2016-05-26,147.0,42.25,44.45,22.65,0.52,22.3
2016-05-27,85.0,26.64,57.84,19.09,0.51,28.01
2016-05-28,80.0,25.43,63.82,20.32,0.53,29.17
2016-05-29,85.0,26.04,76.71,21.04,0.57,27.41
2016-05-30,189.0,29.5,76.22444444444444,13.95,2.59,22.62
2016-05-31,100.0,31.88,75.73888888888888,18.0,0.93,20.77
2016-06-01,111.0,39.88,75.25333333333333,22.05,0.94,21.89
2016-06-02,88.0,35.64,74.76777777777777,17.85,0.48,21.19
2016-06-03,112.0,39.59,,22.33,0.89,25.0
2016-06-04,112.0,29.21,,12.83,0.73,35.81
2016-06-05,101.0,36.13,,13.02,0.79,35.42
2016-06-06,107.0,37.4,,14.63,0.8,38.04
2016-06-07,131.0,40.65,,25.02,1.5,24.97
2016-06-08,150.0,35.65,,15.98,1.23,26.72
2016-06-09,106.0,34.02,,13.95,0.79,27.2
2016-06-10,108.0,31.34,,10.86,0.71,31.8
2016-06-11,117.0,29.75,,11.1,1.29,15.25
2016-06-12,100.0,27.26,,12.64,0.69,15.37
2016-06-13,109.0,63.07,,10.21,0.65,16.0
2016-06-14,125.0,27.86,,9.75,0.67,17.5
2016-06-15,199.0,363.14,,10.54,0.68,13.11
2016-06-16,737.0,571.02,,10.7,1.07,16.81
2016-06-17,295.0,41.17,,8.3,0.59,28.2
2016-06-18,67.0,34.72,,15.23,0.4,21.42
2016-06-19,115.0,34.07,,12.21,0.77,13.51
2016-06-20,131.0,29.26,,10.64,1.16,13.6
2016-06-21,105.0,33.96,,15.16,0.99,16.7
2016-06-22,146.0,24.56,,11.26,1.18,18.23
2016-06-23,90.0,22.38,,10.11,0.7,20.15
2016-06-24,88.0,18.01,,10.22,0.66,18.51
2016-06-25,88.0,21.54,,9.74,0.64,14.55
2016-06-26,90.0,24.5,,9.42,0.68,15.04
2016-06-27,123.0,20.94,,9.17,1.02,13.17
2016-06-28,106.0,66.04,,10.91,0.7,6.28
2016-06-29,126.0,20.5,,11.42,0.66,9.19
2016-06-30,88.0,19.67,,8.87,0.63,13.09
2016-07-01,88.0,22.42,,11.55,0.7,8.59
2016-07-02,97.0,34.0,,8.84,0.66,11.61
2016-07-03,104.0,34.0,,8.37,0.72,10.13
2016-07-04,163.0,121.18,,7.2,1.03,9.39
2016-07-05,252.0,21.64,,7.53,1.05,8.83
2016-07-06,37.0,163.16,,10.55,0.32,10.08
2016-07-07,205.0,30.92,,9.64,0.66,9.4
2016-07-08,99.0,26.24,,8.32,0.63,10.69
2016-07-09,91.0,22.79,,8.77,0.66,7.52
2016-07-10,107.0,62.03,,8.55,0.66,8.54
2016-07-11,307.0,357.85,,6.94,1.03,10.16
2016-07-12,495.0,206.93,,7.81,1.06,11.6
2016-07-13,194.0,9.92,,8.48,1.07,12.97
